作物代碼,作物名稱,登記分類名稱,病蟲害名稱,農藥中文普通名稱,農藥含量,劑型,每公頃每次用量,稀釋倍數,使用時期,施藥間隔,施用次數,安全採收期_天,施用方法,注意事項,說明,核准日期,廠商名稱
C094602,洛神葵,蔬菜,灰黴病,液化澱粉芽孢桿菌CL3,1×10^8 CFU/mL 以上,SC,0.6-7.5公升,400,病害發生初期時開始施藥。,7,連續3次,,,,延伸使用,1070222,
C094602,洛神葵,蔬菜,灰黴病,液化澱粉芽孢桿菌D747,1x10^10 CFU/g以上,WG,1-3公斤,"1,000",病害發生初期開始施藥。,7,連續4次以上,,,,延伸使用,1150320,
C094602,洛神葵,蔬菜,萎凋病,液化澱粉芽孢桿菌PMB01,1x10^9 CFU/mL,AL,4-36公升(稀釋後藥液量),200,病害發生初期於每株莖基部或根圈灌注200毫升稀釋液。,7,共5次,,,,延伸使用,1070223,
C094602,洛神葵,蔬菜,萎凋病,液化澱粉芽孢桿菌PMB01,1x10^9 CFU/g,WP,4-36公升(稀釋後藥液量),200,病害發生初期於每株莖基部或根圈灌注200毫升稀釋液。,7,共5次,,,,延伸使用,1070907,
C094602,洛神葵,果菜類,萎凋病,液化澱粉芽孢桿菌Tcba05,1x10^9 CFU/mL,SC,36.3公升,250,種子直播或幼苗定植後10-14天開始施用。,7,共8次,,以每株250毫升藥液量於植株莖基部或根圈進行土壤澆灌。,應避免與銅劑或抗生素成分之殺菌劑混合使用。,延伸使用,1111013,
C094602,洛神葵,果菜類,萎凋病,液化澱粉芽孢桿菌Tcba05,1x10^9 CFU/g,WP,36.3公斤,250,種子直播或幼苗定植後10-14天開始施用。,7,共8次,,以每株250毫升藥液量於植株莖基部或根圈進行土壤澆灌。,應避免與銅劑或抗生素成分之殺菌劑混合使用。,延伸使用,1111013,
C094602,洛神葵,果菜類,甜菜夜蛾,甜菜夜蛾費洛蒙,80.2(%) (w/w),VP,設置11-18個點,,,,,,,1.不宜同時將兩種不同性費洛蒙置於同一個誘蟲盒內;2.誘蟲盒至少每週清1次;,延伸使用,1071012,
C094602,洛神葵,果菜類,甜菜夜蛾,甜菜夜蛾費洛蒙,87.2(%) (w/w),VP,500條,,甜菜夜蛾發生前至發生初期使用。,,,,設置高度離地面約60公分，並均勻分布於田間，設置間距約5公尺。,1. 具交配干擾功能。2. 不用時須以鋁箔紙密封，儲放於冷凍庫內。3. 田區面積1分地以上適用，大面積共同防治效果更佳。4.施用後藥效可持續3個月。5.每條含有效成分0.24公克）。,延伸使用,1071012,
C094602,洛神葵,蔬菜,甜菜夜蛾,甜菜夜蛾費洛蒙,80.2(%) (w/w),VP,設置11-18個點,,,,,,,1.不宜同時將兩種不同性費洛蒙置於同一個誘蟲盒內;2.誘蟲盒至少每週清1次;,,0890629,
C094602,洛神葵,蔬菜,甜菜夜蛾,甜菜夜蛾費洛蒙,87.2(%) (w/w),VP,500條,,甜菜夜蛾發生前至發生初期使用。,,,,設置高度離地面約60公分，並均勻分布於田間，設置間距約5公尺。,1. 具交配干擾功能。2. 不用時須以鋁箔紙密封，儲放於冷凍庫內。3. 田區面積1分地以上適用，大面積共同防治效果更佳。4.施用後藥效可持續3個月。5.每條含有效成分0.24公克）。,,1070605,興農股份有限公司
C094602,洛神葵,洛神葵,鱗翅目害蟲,畢芬寧,2.8(%) (w/w),EC,0.4-2公升,1000,害蟲發生時開始施藥。,7,,6,,,延伸使用,1051129,
C094602,洛神葵,洛神葵,鱗翅目害蟲,畢芬寧,2.8(%) (w/w),EW,0.4-2公升,1000,害蟲發生時開始施藥。,7,,6,,,變更安全劑型,1130408,
C094602,洛神葵,洛神葵,鱗翅目害蟲,畢芬寧,2.5(%) (w/w),SC,0.4-2公升,1000,害蟲發生時開始施藥。,7,,6,,,延伸使用,1051129,
C094602,洛神葵,洛神葵,蚜蟲類,畢芬寧,2.8(%) (w/w),EC,0.4-2公升,1000,害蟲發生時開始施藥。,7,,6,,注意藥液需噴及新梢處。,延伸使用,1051129,
C094602,洛神葵,洛神葵,蚜蟲類,畢芬寧,2.8(%) (w/w),EW,0.4-2公升,1000,害蟲發生時開始施藥。,7,,6,,注意藥液需噴及新梢處。,變更安全劑型,1130408,
C094602,洛神葵,洛神葵,蚜蟲類,畢芬寧,2.5(%) (w/w),SC,0.6-1.2公升,1000,蚜蟲發生初期全株施藥1次。,,,6,,1.注意藥液需噴及新梢處。,,1000915,公務預算
C094602,洛神葵,果菜類,蚜蟲類,畢芬寧,2.8(%) (w/w),EC,0.6-0.8公升,1500,害蟲發生時開始施藥。,7,,15,,,公告標示外使用,0960704,
C094602,洛神葵,果菜類,二點葉蟎,畢芬寧,2.8(%) (w/w),EC,0.6-0.8公升,1500,害蟎發生時開始施藥。,7,,6,,,公告標示外使用,0960704,
C094602,洛神葵,果菜類,夜蛾類,畢芬寧,2.8(%) (w/w),EC,0.5-1.0公升,1500,害蟲發生時開始施藥。,7,,10,,,公告標示外使用,0960704,
C094602,洛神葵,果菜類,二點小綠葉蟬,畢芬寧,2.8(%) (w/w),EC,0.5-1.0公升,1000,害蟲發生時開始施藥。,7,,6,,,公告標示外使用,0960704,
C094602,洛神葵,洛神葵,鱗翅目害蟲,硫敵克,34(%) (w/w),SC,0.4-1.2公升,1000,害蟲發生時開始施藥,7,,6,,,延伸使用,1051129,
C094602,洛神葵,洛神葵,鱗翅目害蟲,硫敵克,75(%) (w/w),WP,0.2-0.5公斤,2500,害蟲發生時開始施藥,7,,6,,,延伸使用,1051129,
C094602,洛神葵,蔬菜,夜蛾類,硫敵克,75(%) (w/w),WP,0.1-0.25公斤,4000,害蟲發生時開始施藥,-,-,3,,,,,
C094602,洛神葵,蔬菜,夜蛾類,第滅寧,2.8(%) (w/w),EC,0.5-1公升,1500,害蟲發生時開始施藥。,7,,6,,,,,
C094602,洛神葵,蔬菜,夜蛾類,第滅寧,25 g/L (2.5% w/v),EC,0.5-1公升,1500,害蟲發生時開始施藥。,7,,6,,,延伸使用,1120509,
C094602,洛神葵,蔬菜,夜蛾類,第滅寧,2.8(%) (w/w),EW,0.5-1公升,1500,害蟲發生時開始施藥。,7,,6,,,變更安全劑型,0910704,
C094602,洛神葵,蔬菜,夜蛾類,第滅寧,2.4(%) (w/w),SC,0.5-1公升,1500,害蟲發生時開始施藥。,7,,6,,,,,
C094602,洛神葵,蔬菜,南黃薊馬,第滅寧,2.8(%) (w/w),EC,0.5-0.6公升,2000,害蟲發生時開始施藥。,7,,20,,,,,
C094602,洛神葵,蔬菜,南黃薊馬,第滅寧,25 g/L (2.5% w/v),EC,0.5-0.6公升,2000,害蟲發生時開始施藥。,7,,20,,,延伸使用,1120509,
C094602,洛神葵,蔬菜,南黃薊馬,第滅寧,2.8(%) (w/w),EW,0.5-0.6公升,2000,害蟲發生時開始施藥。,7,,20,,,變更安全劑型,0910704,
C094602,洛神葵,蔬菜,南黃薊馬,第滅寧,2.4(%) (w/w),SC,0.5-0.6公升,2000,害蟲發生時開始施藥。,7,,20,,,,,
C094602,洛神葵,果菜類,薊馬類,第滅寧,2.8(%) (w/w),EC,1-1.5公升,1000,害蟲發生時開始施藥。,,,12,,,公告標示外使用,0960704,
C094602,洛神葵,果菜類,薊馬類,第滅寧,25 g/L (2.5% w/v),EC,1-1.5公升,1000,害蟲發生時開始施藥。,,,12,,,公告標示外使用,1120509,
C094602,洛神葵,果菜類,薊馬類,第滅寧,2.8(%) (w/w),EW,1-1.5公升,1000,害蟲發生時施藥1次。,,,12,,,公告標示外使用,0960704,
C094602,洛神葵,果菜類,薊馬類,第滅寧,2.4(%) (w/w),SC,1-1.5公升,1000,害蟲發生時開始施藥。,,,12,,,公告標示外使用,0960704,
C094602,洛神葵,洛神葵,夜蛾類,第滅寧,2.8(%) (w/w),EC,0.4-2.0公升,1000,害蟲發生時開始施藥。,7,,12,,,延伸使用,1051129,
C094602,洛神葵,洛神葵,夜蛾類,第滅寧,25 g/L (2.5% w/v),EC,0.4-2.0公升,1000,害蟲發生時開始施藥。,7,,12,,,延伸使用,1120509,
C094602,洛神葵,洛神葵,夜蛾類,第滅寧,2.8(%) (w/w),EW,0.4-2.0公升,1000,害蟲發生時開始施藥。,7,,12,,,延伸使用,1051129,
C094602,洛神葵,洛神葵,夜蛾類,第滅寧,2.4(%) (w/w),SC,0.4-2.0公升,1000,害蟲發生時開始施藥。,7,,12,,,延伸使用,1051129,
C094602,洛神葵,錦葵科果菜類,疫病,普拔克,39.5(%) (w/w),SL,15-20毫升/每平方公尺,200,播種當日灌藥1次，若發病時再灌藥1次。,-,-,7,-,以澆水器均勻淋灌於苗床土壤。,延伸使用,1050408,
C094602,洛神葵,錦葵科果菜類,疫病,普拔克,66.5(%) (w/w),SL,7.5-10毫升/每平方公尺,400,播種當日灌藥1次，若發病時再灌藥1次。,-,-,7,-,以澆水器均勻淋灌於苗床土壤。,延伸使用,1050408,
C094602,洛神葵,果菜類,細蟎類,新殺蟎,25(%) (w/w),EC,,500,,,,15,,,公告標示外使用,0960704,
C094602,洛神葵,果菜類,夜蛾類,祿芬隆,4.4(%) (w/w),EC,0.6公升,"1,500",害蟲發生時開始施藥。,7,2,6,,,公告標示外使用,0960704,
C094602,洛神葵,果菜類,夜蛾類,祿芬隆,50 g/L (5% w/v),EC,0.6公升,"1,500",害蟲發生時開始施藥。,7,2,6,,,公告標示外使用,0960704,
C094602,洛神葵,洛神葵,疫病,達滅克敏,18.7(%) (w/w),WG,0.4-2公斤,"1,000",病害發生初期開始施藥。,7,,6,,,延伸使用,1091130,
C094602,洛神葵,洛神葵,疫病,達滅脫定,525 g/L (52.5% w/v),SC,0.6-1.2公升,"1,000",病害發生初期開始施藥。,7,-,6,-,,延伸使用,1041113,
C094602,洛神葵,果菜類,白絹病,福多寧,50(%) (w/w),WP,0.2公斤,5000,定植後每株灌注200公撮，15天後再灌注1次。,,,,,,公告標示外使用,0970418,
C094602,洛神葵,蔬菜,苗立枯病,綠木黴菌R42,2X10^8 CFU/g,AP,-,-,-,-,-,-,-,1.與栽培介質混拌(1:200(w/w))再播種或以200倍稀釋澆灌，2種方法擇一使用。,延伸使用,1030220,
C094602,洛神葵,果菜類,青椿象,撲滅松,20(%) (w/w),EC,2.5公升,,害蟲發生時開始施藥。,,,10,,,,,
C094602,洛神葵,果菜類,青椿象,撲滅松,50(%) (w/w),EC,1公升,"1,000",害蟲發生時開始施藥。,,,10,,,,,
C094602,洛神葵,果菜類,青椿象,撲滅松,40(%) (w/w),EW,1.25公斤,,害蟲發生時開始施藥。,,,10,,,變更安全劑型,1140423,
C094602,洛神葵,果菜類,青椿象,撲滅松,50(%) (w/w),EW,1公升,"1,000",害蟲發生時開始施藥。,,,10,,,變更安全劑型,1130408,
C094602,洛神葵,果菜類,青椿象,撲滅松,40(%) (w/w),WP,1.25公斤,,害蟲發生時開始施藥。,,,10,,,延伸使用,1070214,
C094602,洛神葵,果菜類,灰黴病,撲滅寧,50(%) (w/w),SC,0.5公升,"2,000",病害發生初期開始施藥。,7,2,6,,,變更安全劑型,1060706,
C094602,洛神葵,果菜類,灰黴病,撲滅寧,50(%) (w/w),WP,0.5公斤,"2,000",病害發生初期開始施藥。,7,2,6,,,公告標示外使用,0970418,
C094602,洛神葵,錦葵科果菜類,灰黴病,撲滅寧,50(%) (w/w),SC,0.5公升,"2,000",病害發生初期開始施藥。,7,,6,,,變更安全劑型,1060706,
C094602,洛神葵,錦葵科果菜類,灰黴病,撲滅寧,50(%) (w/w),WP,0.5公斤,"2,000",病害發生初期開始施藥。,7,,6,,,延伸使用,1040625,
C094602,洛神葵,錦葵科果菜類,鱗翅目害蟲,賽洛安勃,150 g/L (15% w/v),ZC,0.2-0.3 公升,"4,000",害蟲發生時開始施藥。,7,共2次,7,,,延伸使用,1110708,
C094602,洛神葵,果菜類,夜蛾類,賽洛寧,2.46(%) (w/w),CS,0.5-1公升,"1,000",害蟲發生時開始施藥。,5,,10,,,變更安全劑型,0921201,
C094602,洛神葵,果菜類,夜蛾類,賽洛寧,2.8(%) (w/w),EC,0.5-1公升,"1,000",害蟲發生時開始施藥。,5-7,,10,,,,,
C094602,洛神葵,果菜類,夜蛾類,賽洛寧,2.5(%) (w/w),ME,0.5-1公升,"1,000",害蟲發生時開始施藥。,5,,10,,,變更安全劑型,0921201,
C094602,洛神葵,果菜類,夜蛾類,賽洛寧,2.8(%) (w/w),SC,0.5-1公升,"1,000",害蟲發生時開始施藥。,5-7,,10,,,變更安全劑型,1040813,
C094602,洛神葵,果菜類,夜蛾類,賽洛寧,5(%) (w/w),WG,0.25-0.5公斤,"2,000",害蟲發生時開始施藥。,5,,10,,,延伸使用,1081004,
C094602,洛神葵,果菜類,夜蛾類,賽洛寧,1(%) (w/w),WP,1.25-2.5公斤,400,害蟲發生時開始施藥。,5,,10,,,延伸使用,1081004,
C094602,洛神葵,果菜類,二點葉蟎,賽洛寧,2.8(%) (w/w),EC,0.6-1.2公升,"1,000",害蟎發生時開始施藥。,7,,6,,,公告標示外使用,0960704,
C094602,洛神葵,果菜類,二點葉蟎,賽洛寧,2.5(%) (w/w),ME,0.6-1.2公升,"1,000",害蟎發生時開始施藥。,7,,6,,,公告標示外使用,0960704,
C094602,洛神葵,洛神葵,夜蛾類,賽洛寧,2.46(%) (w/w),CS,0.5-1公升,"1,000",害蟲發生時開始施藥。,7,,10,,,延伸使用,0990916,
C094602,洛神葵,洛神葵,夜蛾類,賽洛寧,2.8(%) (w/w),EC,0.5-1公升,"1,000",害蟲發生時開始施藥。,7,,10,,,延伸使用,0990916,
C094602,洛神葵,洛神葵,夜蛾類,賽洛寧,2.5(%) (w/w),ME,0.5-1公升,"1,000",害蟲發生時開始施藥。,7,,10,,,延伸使用,0990916,
C094602,洛神葵,洛神葵,夜蛾類,賽洛寧,2.8(%) (w/w),SC,0.5-1公升,"1,000",害蟲發生時開始施藥。,7,,10,,,變更安全劑型,1040813,
C094602,洛神葵,洛神葵,夜蛾類,賽洛寧,5(%) (w/w),WG,0.25-0.5公斤,"2,000",害蟲發生時開始施藥。,7,,10,,,延伸使用,1081004,
C094602,洛神葵,洛神葵,夜蛾類,賽洛寧,1(%) (w/w),WP,1.25-2.5公斤,400,害蟲發生時開始施藥。,7,,10,,,延伸使用,1081004,
C094602,洛神葵,洛神葵,疫病,賽座滅,9.4(%) (w/w),SC,0.1-0.7公升,"3,000",病害發生初期開始施藥。,7,,6,,,延伸使用,1080830,
C094602,洛神葵,洛神葵,蚜蟲類,賽速安,10(%) (w/w),SG,0.3-0.6公斤,2000,害蟲發生時開始施藥,7,,6,,,延伸使用,1060822,
C094602,洛神葵,洛神葵,蚜蟲類,賽速安,25(%) (w/w),SG,0.1-0.2公斤,5000,害蟲發生時開始施藥,7,,6,,,延伸使用,1060822,
C094602,洛神葵,洛神葵,夜蛾類,賽滅寧,5(%) (w/w),EC,0.4-0.8公升,1500,害蟲發生時開始施藥,7,,6,,,,1060126,
C094602,洛神葵,洛神葵,夜蛾類,賽滅寧,5(%) (w/w),EW,0.4-0.8公升,1500,害蟲發生時開始施藥,7,,6,,,,1060126,
C094602,洛神葵,洛神葵,夜蛾類,賽滅寧,5(%) (w/w),ME,0.4-0.8公升,1500,害蟲發生時開始施藥,7,,6,,,,1060126,
C094602,洛神葵,洛神葵,夜蛾類,賽滅寧,10(%) (w/w),WP,0.2-0.4公斤,3000,害蟲發生時開始施藥,7,,6,,,,1060126,
C094602,洛神葵,洛神葵,夜蛾類,賽滅寧,5(%) (w/w),WP,0.4-0.8公斤,1500,害蟲發生時開始施藥,7,,6,,,,1060126,
C094602,洛神葵,洛神葵,白粉病,礦物油,95(%) (w/w),EC,0.8-4公升,500,病害發生初期開始施藥,7,連續2次,,,藥液噴施時，必須均勻覆蓋葉面、葉背及植株。,延伸使用,1060822,
C094602,洛神葵,洛神葵,白粉病,礦物油,97(%) (w/w),EC,0.8-4公升,500,病害發生初期開始施藥,7,連續2次,,,藥液噴施時，必須均勻覆蓋葉面、葉背及植株。,延伸使用,1060822,
C094602,洛神葵,洛神葵,白粉病,礦物油,99(%) (w/w),EC,0.8-4公升,500,病害發生初期開始施藥,7,連續2次,,,藥液噴施時，必須均勻覆蓋葉面、葉背及植株。,延伸使用,1060822,
C094602,洛神葵,洛神葵,疫病,鹼性氯氧化銅,63.02(%) (w/w),WG,1.5-3公斤,400,病害發生初期開始施藥,7,-,-,-,避免與石灰硫黃、礦物油及有機砷混合使用。,延伸使用,1041113,
C094602,洛神葵,洛神葵,疫病,鹼性氯氧化銅,70(%) (w/w),WP,1.5-3公斤,400,病害發生初期開始施藥,7,-,-,-,避免與石灰硫黃、礦物油及有機砷混合使用。,延伸使用,1041113,
C094602,洛神葵,洛神葵,疫病,鹼性氯氧化銅,75(%) (w/w),WP,1.2-2.4公斤,500,病害發生初期開始施藥,7,-,-,-,避免與石灰硫黃、礦物油及有機砷混合使用。,延伸使用,1041113,
C094602,洛神葵,洛神葵,疫病,鹼性氯氧化銅,85(%) (w/w),WP,1.2-2.4公斤,500,病害發生初期開始施藥,7,-,-,-,避免與石灰硫黃、礦物油及有機砷混合使用。,延伸使用,1041113,
C094602,洛神葵,果菜類,炭疽病,腈硫醌,22.7(%) (w/w),SC,1.1-1.7公升,700,病害發生初期開始施藥,10,3,4,,易發生藥害，請謹慎使用。,公告標示外使用,0960704,
C094602,洛神葵,蔬菜,鱗翅目害蟲,鮎澤蘇力菌Ab12,"60% (30,000 DBMU/mg)",WP,0.67-2.67公斤,750,害蟲發生時開始施藥。,7,連續3次,,,,,1150320,福壽實業股份有限公司
C094602,洛神葵,蔬菜,鱗翅目害蟲,鮎澤蘇力菌NB-200,"54% (15,000 IU/mg)",WG,0.5-2.0公斤,"1,000",害蟲發生時開始施藥。,7,共2次,,,,延伸使用,1121124,
C094603,秋葵,秋葵,夜蛾類,乃力松,58(%) (w/w),EC,0.5-1公升,1000,害蟲發生時開始施藥,7,,4,,,延伸使用,1051129,
C094603,秋葵,蔬菜,夜蛾類,乃力松,58(%) (w/w),EC,0.5-1公升,1000,害蟲發生時開始施藥,5-7,,4,,,,,
C094603,秋葵,秋葵,夜蛾類,二福隆,25(%) (w/w),SC,0.4-0.6公升,1500,害蟲發生時開始施藥,7,,7,,,變更安全劑型,1080509,
C094603,秋葵,秋葵,夜蛾類,二福隆,25(%) (w/w),WP,0.4-0.6公斤,1500,害蟲發生時開始施藥,7,,7,,,延伸使用,1051129,
C094603,秋葵,秋葵,金花蟲類,二福隆,25(%) (w/w),SC,0.4-0.6公升,1500,害蟲發生時開始施藥,7,,7,,,變更安全劑型,1080509,
C094603,秋葵,秋葵,金花蟲類,二福隆,25(%) (w/w),WP,0.4-0.6公斤,1500,害蟲發生時開始施藥,7,,7,,,延伸使用,1051129,
C094603,秋葵,秋葵,毒蛾類,二福隆,25(%) (w/w),SC,0.4-0.6公升,1500,害蟲發生時開始施藥,7,,7,,,變更安全劑型,1080509,
C094603,秋葵,秋葵,毒蛾類,二福隆,25(%) (w/w),WP,0.4-0.6公斤,1500,害蟲發生時開始施藥,7,,7,,,延伸使用,1051129,
C094603,秋葵,秋葵,植食性瓢蟲類,二福隆,25(%) (w/w),SC,0.4-0.6公升,1500,害蟲發生時開始施藥,7,,7,,,變更安全劑型,1080509,
C094603,秋葵,秋葵,植食性瓢蟲類,二福隆,25(%) (w/w),WP,0.4-0.6公斤,1500,害蟲發生時開始施藥,7,,7,,,延伸使用,1051129,
C094603,秋葵,果菜類,細菌性斑點病,三元硫酸銅,27.12(%) (w/w),SC,2-3公升,500,病害發生初期開始施藥。,7,3,,,,公告標示外使用,0960704,
C094603,秋葵,蔬菜,黃守瓜,加保利,39.5(%) (w/w),SC,,400-800,害蟲發生時開始施藥,,,7,,,延伸使用,1070214,
C094603,秋葵,蔬菜,黃守瓜,加保利,40(%) (w/w),SC,,400-800,害蟲發生時開始施藥,,,7,,,延伸使用,1070214,
C094603,秋葵,蔬菜,黃守瓜,加保利,44.1(%) (w/w),SC,,450-900,害蟲發生時開始施藥,,,7,,,延伸使用,1070214,
C094603,秋葵,蔬菜,黃守瓜,加保利,50(%) (w/w),WP,,500-1000,瓜類發芽後害蟲發生時開始施藥,-,-,7,,,,0620727,
C094603,秋葵,蔬菜,黃守瓜,加保利,85(%) (w/w),WP,,850-1700,害蟲發生時開始施藥,,,7,,,,,
C094603,秋葵,秋葵,夜蛾類,可芬諾,5(%) (w/w),SC,0.4-2公升,1000,害蟲發生時開始施藥,7,,7,,,延伸使用,1051230,
C094603,秋葵,蔬菜,白粉病,可濕性硫黃,52(%) (w/w),SC,1.5-1.8公升,650,病害發生初期開始施藥,7,,,,高溫易生藥害，避免於盛花期使用。,延伸使用,1061027,
C094603,秋葵,蔬菜,白粉病,可濕性硫黃,80(%) (w/w),WG,1.0-1.2公斤,1000,病害發生初期開始施藥,7,,,,高溫易生藥害，避免於盛花期使用。,延伸使用,1061027,
C094603,秋葵,蔬菜,白粉病,可濕性硫黃,75(%) (w/w),WP,1.1-1.3公斤,950,病害發生初期開始施藥,7,,,,高溫易生藥害，避免於盛花期使用。,延伸使用,1061027,
C094603,秋葵,蔬菜,白粉病,可濕性硫黃,80(%) (w/w),WP,1.0-1.2公斤,1000,病害發生初期開始施藥,7,,,,高溫易生藥害，避免於盛花期使用。,延伸使用,1061027,
C094603,秋葵,蔬菜,白粉病,可濕性硫黃,90(%) (w/w),WP,0.9-1.0公斤,1150,病害發生初期開始施藥,7,,,,高溫易生藥害，避免於盛花期使用。,延伸使用,1061027,
C094603,秋葵,蔬菜,白粉病,可濕性硫黃,95(%) (w/w),WP,0.8-1.0公斤,1200,病害發生初期開始施藥,7,,,,高溫易生藥害，避免於盛花期使用。,延伸使用,1061027,
C094603,秋葵,果菜類,疫病,四氯異苯腈,75(%) (w/w),WP,1.5-2.0公斤,600,病害發生初期開始施藥。,5-7,,7,,易發生藥害，請謹慎使用。,公告標示外使用,0960704,
C094603,秋葵,果菜類,疫病,四氯異苯腈,75(%) (w/w),WPSB,1.5-2.0公斤,600,病害發生初期開始施藥。,5-7,,7,,易發生藥害，請謹慎使用。,公告標示外使用,0960704,
C094603,秋葵,果菜類,疫病,本達樂,5(%) (w/w),GR,0.6公斤,0.02公克/穴,每植穴施藥0.02公克，定植前施藥1次，經10天後再施藥1次，共二次。,10,2,,,使用0.02G/穴或60G/分地,公告標示外使用,0970418,
C094603,秋葵,秋葵,灰黴病,白克列,42.4(%) (w/w),SC,0.5-1公升,"1,200",病害發生初期開始施藥,7,,7,,,延伸使用,1070605,
C094603,秋葵,秋葵,灰黴病,白克列,50(%) (w/w),WG,0.4-0.8公斤,"1,500",病害發生初期開始施藥,7,,7,,,延伸使用,1070605,
C094603,秋葵,秋葵,粉蝨類,百利普芬,11(%) (w/w),EC,0.8-2公升,1000,害蟲發生時開始施藥。,7,,7,,,延伸使用,1051230,
C094603,秋葵,秋葵,粉蝨類,百利普芬,11(%) (w/w),EW,0.8-2公升,1000,害蟲發生時開始施藥。,7,,7,,,延伸使用,1051230,
C094603,秋葵,秋葵,粉蝨類,百利普芬,11(%) (w/w),SC,0.8-2公升,1000,害蟲發生時開始施藥。,7,,7,,,延伸使用,1051230,
C094603,秋葵,秋葵,薊馬類,百滅寧,10(%) (w/w),EC,0.4-2公升,"1,000",害蟲發生時開始施藥。,7,,6,,,延伸使用,1050408,
C094603,秋葵,秋葵,薊馬類,百滅寧,10(%) (w/w),EW,0.4-2公升,"1,000",害蟲發生時開始施藥。,7,,6,,,延伸使用,1050408,
C094603,秋葵,秋葵,薊馬類,百滅寧,10(%) (w/w),WP,0.4-2公斤,"1,000",害蟲發生時開始施藥。,7,,6,,,延伸使用,1050408,
C094603,秋葵,秋葵,薊馬類,佈飛松,43(%) (w/w),EC,0.6-2.5公升,800,害蟲發生時開始施藥。,7,,10,,,延伸使用,0990820,
C094603,秋葵,秋葵,薊馬類,佈飛松,500 g/L (50% w/v),EC,0.6-2.5公升,800,害蟲發生時開始施藥。,7,,10,,,延伸使用,0990820,
C094603,秋葵,果菜類,斑潛蠅類,佈飛松,43(%) (w/w),EC,0.5-1公升,"1,000",害蟲發生時開始施藥。,7,,7-15,,,,,
C094603,秋葵,果菜類,斑潛蠅類,佈飛松,500 g/L (50% w/v),EC,0.5-1公升,"1,000",害蟲發生時開始施藥。,7,,7-15,,,,,
C094603,秋葵,秋葵,夜蛾類,克凡派,10(%) (w/w),SC,0.4-2公升,"1,000",害蟲發生時開始施藥。,7,,9,,,延伸使用,1080129,
C094603,秋葵,秋葵,薊馬類,克凡派,10(%) (w/w),SC,0.4-2公升,"1,000",害蟲發生時開始施藥。,7,,9,,,延伸使用,1080129,
C094603,秋葵,蔬菜,夜蛾類,克福隆,5(%) (w/w),EC,0.25-0.5公升,2000,害蟲發生時開始施藥,7,,15,,,,,
C094603,秋葵,蔬菜,瓜實蠅,克蠅,95(%) (w/w),SL,,,生長花果期施藥,7,-,-,,,,,
C094603,秋葵,蔬菜,瓜實蠅,克蠅香,85(%) (w/w),SL,,,生長花果期施藥,14,-,-,,,,,
C094603,秋葵,秋葵,薊馬類,貝他-賽扶寧,2.9(%) (w/w),EC,0.3-1.3公升,1500,害蟲發生時開始施藥,7,-,9,-,-,延伸使用,0990820,
C094603,秋葵,蔬菜,細菌性斑點病,貝萊斯芽孢桿菌 BACY,1x10^9 CFU/g 以上,WP,2-3公斤,600,病害發生初期開始施藥。,7,連續3-4次,,,,延伸使用,1110906,
C094603,秋葵,錦葵科果菜類,灰黴病,貝萊斯芽孢桿菌BF,1x10^9 CFU/g,WP,1-2公斤,600,病害發生初期開始施藥。,7,連續3次,,,,延伸使用,1101015,
C094603,秋葵,錦葵科果菜類,炭疽病,貝萊斯芽孢桿菌BF,1x10^9 CFU/mL,SC,1-2公升,600,病害發生初期開始施藥。,7,連續3次,,,,延伸使用,1130327,
C094603,秋葵,錦葵科果菜類,炭疽病,貝萊斯芽孢桿菌BF,1x10^9 CFU/g,WP,1-2公斤,600,病害發生初期開始施藥。,7,連續3次,,,,延伸使用,1120807,
C094603,秋葵,秋葵,粉蝨類,貝賽益達胺,10.4(%) (w/w),SC,0.3-1公升,2000,害蟲發生時開始施藥,7,-,6,-,-,延伸使用,0990820,
C094603,秋葵,秋葵,疫病,亞托敏,10(%) (w/w),SC,1.5-3公升,400,病害發生初期開始施藥。,7,,6,,,延伸使用,1070117,
C094603,秋葵,秋葵,疫病,亞托敏,23(%) (w/w),SC,0.6-1.2公升,"1,000",病害發生初期開始施藥。,7,,6,,,延伸使用,1070117,
C094603,秋葵,秋葵,疫病,亞托敏,250 g/L (25% w/v),SC,0.6-1.2公升,"1,000",病害發生初期開始施藥。,7,,6,,,延伸使用,1070117,
C094603,秋葵,秋葵,疫病,亞托敏,50(%) (w/w),WG,0.3-0.6公斤,"2,000",病害發生初期開始施藥。,7,,6,,,延伸使用,1070117,
C094603,秋葵,秋葵,蚜蟲類,亞滅培,20(%) (w/w),SG,0.1-0.3公斤,"6,000",害蟲發生時開始施藥。,7,,12,,採收前6天停止施藥，設施栽培12天停止施藥。,變更安全劑型,1110524,
C094603,秋葵,秋葵,蚜蟲類,亞滅培,20(%) (w/w),SP,0.1-0.3公斤,"6,000",害蟲發生時開始施藥。,7,,12,,採收前6天停止施藥，設施栽培12天停止施藥。,延伸使用,1080802,
C094603,秋葵,秋葵,粉蝨類,亞滅培,20(%) (w/w),SG,0.1-0.5公斤,"4,000",害蟲發生時開始施藥。,7,,12,,採收前6天停止施藥，設施栽培採收前12天停止施藥。,變更安全劑型,1110524,
C094603,秋葵,秋葵,粉蝨類,亞滅培,20(%) (w/w),SP,0.1-0.5公斤,"4,000",害蟲發生時開始施藥。,7,,12,,採收前6天停止施藥，設施栽培採收前12天停止施藥。,延伸使用,0991206,
