作物代碼,作物名稱,登記分類名稱,病蟲害名稱,農藥中文普通名稱,農藥含量,劑型,每公頃每次用量,稀釋倍數,使用時期,施藥間隔,施用次數,安全採收期_天,施用方法,注意事項,說明,核准日期,廠商名稱
C060714,芥菜,十字花科小葉菜類,金花蟲類,祿芬隆,50 g/L (5% w/v),EC,0.6-0.8公升,"1,500",害蟲發生時開始施藥。,7,共2次,7,,,延伸使用,1110708,
C060714,芥菜,十字花科小葉菜類,金花蟲類,祿芬隆,4.4(%) (w/w),SC,0.6-0.8公升,"1,500",害蟲發生時開始施藥。,7,共2次,7,,,變更安全劑型,1130408,
C060714,芥菜,十字花科小葉菜類,金花蟲類,祿芬隆,50 g/L (5% w/v),SC,0.6-0.8公升,"1,500",害蟲發生時開始施藥。,7,共2次,7,,,變更安全劑型,1140219,
C060714,芥菜,十字花科小葉菜類,鱗翅目害蟲,祿芬隆,4.4(%) (w/w),EC,0.6-0.8公升,"1,500",害蟲發生時開始施藥。,7,共2次,7,,,延伸使用,1110708,
C060714,芥菜,十字花科小葉菜類,鱗翅目害蟲,祿芬隆,50 g/L (5% w/v),EC,0.6-0.8公升,"1,500",害蟲發生時開始施藥。,7,共2次,7,,,延伸使用,1110708,
C060714,芥菜,十字花科小葉菜類,鱗翅目害蟲,祿芬隆,4.4(%) (w/w),SC,0.6-0.8公升,"1,500",害蟲發生時開始施藥。,7,共2次,7,,,變更安全劑型,1130408,
C060714,芥菜,十字花科小葉菜類,鱗翅目害蟲,祿芬隆,50 g/L (5% w/v),SC,0.6-0.8公升,"1,500",害蟲發生時開始施藥。,7,共2次,7,,,變更安全劑型,1140219,
C060714,芥菜,十字花科小葉菜類,銀葉粉蝨,達特南,20(%) (w/w),SG,0.4-0.5公斤,3000,害蟲發生時開始施藥,7,-,3,-,,延伸使用,0980928,
C060714,芥菜,十字花科小葉菜類,蚜蟲類,達特南,20(%) (w/w),SG,0.3-0.5公斤,2000,害蟲發生時開始施藥,7,,6,,,,0940216,惠光股份有限公司
C060714,芥菜,十字花科小葉菜類,粉蝨類,達特南,20(%) (w/w),SG,0.1-0.3公斤,3000,害蟲發生時開始施藥,7,-,7,-,-,延伸使用,1010328,
C060714,芥菜,十字花科小葉菜類,黃條葉蚤,達特南,20(%) (w/w),SG,0.4-0.5公斤,3000,害蟲發生時開始施藥,7,,3,,,,0950914,惠光股份有限公司
C060714,芥菜,十字花科小葉菜類,露菌病,達滅克敏,18.7(%) (w/w),WG,0.66-0.8公斤,"1,500",病害發生初期開始施藥。,7,3,9,,,,0980225,台灣巴斯夫股份有限公司
C060714,芥菜,十字花科小葉菜類,露菌病,達滅芬,50(%) (w/w),SC,0.08-0.3公升,3000,病害發生初期開始施藥,7,-,6,-,-,延伸使用,1041113,
C060714,芥菜,十字花科小葉菜類,露菌病,達滅芬,500 g/L (50% w/v),SC,0.08-0.3公升,3000,病害發生初期開始施藥,7,-,6,-,-,延伸使用,1041113,
C060714,芥菜,十字花科小葉菜類,露菌病,達滅芬,50(%) (w/w),WP,0.08-0.3公斤,3000,病害發生初期開始施藥,7,-,6,-,-,延伸使用,1041113,
C060714,芥菜,十字花科小葉菜類,白銹病,達滅芬,50(%) (w/w),SC,0.08-0.3公升,3000,病害發生初期開始施藥,7,-,6,-,-,延伸使用,1041113,
C060714,芥菜,十字花科小葉菜類,白銹病,達滅芬,500 g/L (50% w/v),SC,0.08-0.3公升,3000,病害發生初期開始施藥,7,-,6,-,-,延伸使用,1041113,
C060714,芥菜,十字花科小葉菜類,白銹病,達滅芬,50(%) (w/w),WP,0.08-0.3公斤,3000,病害發生初期開始施藥,7,-,6,-,-,延伸使用,1041113,
C060714,芥菜,小葉菜類,苗立枯病,福多寧,50(%) (w/w),WP,,2000,播種後施藥,,,,苗床每平方公尺均勻噴灑藥液三公升,限苗期使用。,公告標示外使用,0960820,
C060714,芥菜,小葉菜類,白銹病,福賽得,80(%) (w/w),WG,2-3公斤,500,萌芽後四片葉時施藥1次,,1,12,,,公告標示外使用,0960820,
C060714,芥菜,蔬菜,苗立枯病,綠木黴菌R42,2X10^8 CFU/g,AP,-,-,-,-,-,-,-,1.與栽培介質混拌(1:200(w/w))再播種或以200倍稀釋澆灌，2種方法擇一使用。,延伸使用,1030220,
C060714,芥菜,十字花科小葉菜類,苗立枯病,綠木黴菌R42,2X10^8 CFU/g,AP,-,-,-,-,-,-,與栽培介質混拌（1:200(w/w)）再播種或以200倍稀釋液澆灌，2種方法擇一使用。,-,,0990916,寶林生物科技股份有限公司
C060714,芥菜,十字花科小葉菜類,細菌性斑點病,維利黴素,20(%) (w/w),SL,0.2-0.8公升,"1,200",田間出現病斑時開始施藥,7,連續3次,,,,延伸使用,1070907,
C060714,芥菜,十字花科小葉菜類,黑腐病,維利黴素,20(%) (w/w),SL,0.833公升,"1,200",田間出現病斑時開始施藥,7,連續3次,,,,,1070907,立農化學股份有限公司
C060714,芥菜,小葉菜類,疫病,蓋棘木黴菌ICC080/012,1X10^7 CFU/g,WP,2.5公斤,"2,000",定植前7天灌注植穴1次，定植當天再澆灌全株1次，共2次。,,,,"使用前24-36小時，先將本藥劑與水以1:10比例混合泡製，且不定時攪動溶液，促進分生孢子發芽，施藥前再以足夠之水量稀釋至2,000倍，每株澆灌200毫升。",避免於高溫及強日照下施用本藥劑，配製之稀釋藥液應於當天用畢，避免與殺菌劑混合使用。,延伸使用,1110831,
C060714,芥菜,十字花科小葉菜類,苗立枯病,賓克隆,23.2(%) (w/w),SC,2.5公升/10平方公尺,1000,苗床播種後施藥。,10,2,15,,,,0901031,興農股份有限公司
C060714,芥菜,十字花科小葉菜類,苗立枯病,賓克隆,25(%) (w/w),SC,2.27公升/10平方公尺,"1,100",苗床播種後施藥。,10,2,15,,,延伸使用,1070907,
C060714,芥菜,十字花科小葉菜類,苗立枯病,賓克隆,25(%) (w/w),WP,2.27公斤/10平方公尺,"1,100",苗床播種後施藥。,10,2,15,,,延伸使用,1070907,
C060714,芥菜,十字花科小葉菜類,露菌病,銅右滅達樂,71.6(%) (w/w),WP,0.4-1.7公斤,600,病害發生初期開始施藥,7-10,3-4,3,-,,延伸使用,0990719,
C060714,芥菜,小葉菜類,青椿象,撲滅松,20(%) (w/w),EC,2.5公升,,害蟲發生時開始施藥。,,,10,,十字花科蔬菜避免使用。,,,
C060714,芥菜,小葉菜類,青椿象,撲滅松,50(%) (w/w),EC,1公升,"1,000",害蟲發生時開始施藥。,,,10,,十字花科蔬菜避免使用。,,,
C060714,芥菜,小葉菜類,青椿象,撲滅松,40(%) (w/w),EW,1.25公斤,,害蟲發生時開始施藥。,,,10,,十字花科蔬菜避免使用。,變更安全劑型,1140423,
C060714,芥菜,小葉菜類,青椿象,撲滅松,50(%) (w/w),EW,1公升,"1,000",害蟲發生時開始施藥。,,,10,,十字花科蔬菜避免使用。,變更安全劑型,1130408,
C060714,芥菜,小葉菜類,青椿象,撲滅松,40(%) (w/w),WP,1.25公斤,,害蟲發生時開始施藥。,,,10,,十字花科蔬菜避免使用。,延伸使用,1070214,
C060714,芥菜,十字花科小葉菜類,菌核病,撲滅寧,50(%) (w/w),SC,0.75-1公升,"2,000",發病初期於植株莖基部澆灌。,10,,7,,施用於十字花科蔬菜幼苗時，注意避免發生藥害。易發生藥害，不可任意提高劑量。,變更安全劑型,1060706,
C060714,芥菜,十字花科小葉菜類,菌核病,撲滅寧,50(%) (w/w),WP,0.75-1公斤,"2,000",發病初期於植株莖基部澆灌。,10,,7,,施用於十字花科蔬菜幼苗時，注意避免發生藥害。易發生藥害，不可任意提高劑量。,延伸使用,1040625,
C060714,芥菜,小葉菜類,菌核病,撲滅寧,50(%) (w/w),SC,0.75-1公升,"2,000",病害發生初期開始施藥。,10,3,7,藥液應噴於地基部,本病在秋冬低溫發病較嚴重。,變更安全劑型,1060706,
C060714,芥菜,小葉菜類,菌核病,撲滅寧,50(%) (w/w),WP,0.75-1公斤,"2,000",病害發生初期開始施藥。,10,3,7,藥液應噴於地基部,本病在秋冬低溫發病較嚴重。,公告標示外使用,0960820,
C060714,芥菜,十字花科小葉菜類,灰黴病,撲滅寧,50(%) (w/w),SC,0.5公升,"2,000",病害發生初期開始施藥。,7,,7,,施用於十字花科蔬菜幼苗時，注意避免發生藥害。,變更安全劑型,1060706,
C060714,芥菜,十字花科小葉菜類,灰黴病,撲滅寧,50(%) (w/w),WP,0.5公斤,"2,000",病害發生初期開始施藥。,7,,7,,施用於十字花科蔬菜幼苗時，注意避免發生藥害。,延伸使用,1040625,
C060714,芥菜,十字花科小葉菜類,紋白蝶,毆殺松,75(%) (w/w),SG,0.5-1.0公斤,1500,害蟲發生時開始施藥,7-10,-,14,,,,,
C060714,芥菜,十字花科小葉菜類,紋白蝶,毆殺松,75(%) (w/w),SP,0.5-1.0公斤,1500,害蟲發生時開始施藥,7-10,-,14,,,,,
C060714,芥菜,十字花科小葉菜類,小菜蛾,毆殺松,25(%) (w/w),EC,,800,害蟲發生時開始施藥,7,-,10,,,,,
C060714,芥菜,十字花科小葉菜類,小菜蛾,毆殺松,75(%) (w/w),SG,0.5-1.0公斤,1500,害蟲發生時開始施藥,10,-,14,,,,,
C060714,芥菜,十字花科小葉菜類,小菜蛾,毆殺松,75(%) (w/w),SP,0.5-1.0公斤,1500,害蟲發生時開始施藥,10,-,14,,,,,
C060714,芥菜,十字花科小葉菜類,黃條葉蚤,毆殺滅,10(%) (w/w),SL,2.4-4.8 公升,200,害蟲發生時開始施藥。,7,,6,,,,,
C060714,芥菜,芥菜,番茄斑潛蠅,毆殺滅,10(%) (w/w),SL,2.4-4.8 公升,200,害蟲發生時開始施藥。,7-10,,6,,,,,
C060714,芥菜,十字花科小葉菜類,粉蝨類,賜派滅,150 g/L (15% w/v),OD,0.2-0.7公升,"1,500",害蟲發生時開始施藥。,7,,7,,,延伸使用,1051230,
C060714,芥菜,十字花科小葉菜類,粉蝨類,賜派滅,100 g/L (10% w/v),SC,0.3-1公升,"1,000",害蟲發生時開始施藥。,7,,7,,,延伸使用,1050204,
C060714,芥菜,十字花科小葉菜類,植食性瓢蟲類,賜諾特,11.7(%) (w/w),SC,0.45-0.6公升,"2,000",害蟲發生時開始施藥。,7,,12,,1.採收前6天停止施藥(設施栽培12天)。2.避免於開花時使用。,延伸使用,0990916,
C060714,芥菜,十字花科小葉菜類,植食性瓢蟲類,賜諾特,5.87(%) (w/w),SC,0.9-1.2公升,"1,000",害蟲發生時開始施藥。,7,,12,,1.採收前6天停止施藥(設施栽培12天)。2.避免於開花時使用。,延伸使用,1070214,
C060714,芥菜,十字花科小葉菜類,菜心螟,賜諾特,11.7(%) (w/w),SC,0.45-0.6公升,"2,000",害蟲發生時開始施藥。,7,,12,,1.採收前6天停止施藥(設施栽培12天)。2.避免於開花時使用。,延伸使用,0990916,
C060714,芥菜,十字花科小葉菜類,菜心螟,賜諾特,5.87(%) (w/w),SC,0.9-1.2公升,"1,000",害蟲發生時開始施藥。,7,,12,,1.採收前6天停止施藥(設施栽培12天)。2.避免於開花時使用。,延伸使用,1070214,
C060714,芥菜,十字花科小葉菜類,小菜蛾,賜諾特,11.7(%) (w/w),SC,0.45-0.6公升,"2,000",害蟲發生時開始施藥。,7,,12,,1.採收前6天停止施藥(設施栽培12天)。2.避免於開花時使用。,,0990916,台灣道禮股份有限公司
C060714,芥菜,十字花科小葉菜類,小菜蛾,賜諾特,5.87(%) (w/w),SC,0.9-1.2公升,"1,500",害蟲發生時開始施藥。,7,,12,,1.採收前6天停止施藥(設施栽培12天)。2.避免於開花時使用。,延伸使用,1070214,
C060714,芥菜,十字花科小葉菜類,小菜蛾,賜諾特,25(%) (w/w),WG,0.178-0.267 公斤,"4,500",害蟲發生時開始施藥。,7,,12,,1.採收前6天停止施藥(設施栽培12天)。2.避免於開花時使用。,,1080619,台灣道禮股份有限公司
C060714,芥菜,十字花科小葉菜類,夜蛾類,賜諾特,11.7(%) (w/w),SC,0.45-0.6公升,"2,000",害蟲發生時開始施藥。,7,,12,,1.採收前6天停止施藥(設施栽培12天)。2.避免於開花時使用。,延伸使用,0990916,
C060714,芥菜,十字花科小葉菜類,夜蛾類,賜諾特,5.87(%) (w/w),SC,0.9-1.2公升,"1,000",害蟲發生時開始施藥。,7,,12,,1.採收前6天停止施藥(設施栽培12天)。2.避免於開花時使用。,延伸使用,1070214,
C060714,芥菜,十字花科小葉菜類,紋白蝶,賜諾特,11.7(%) (w/w),SC,0.45-0.6公升,"2,000",害蟲發生時開始施藥。,7,,12,,1.採收前6天停止施藥(設施栽培12天)。2.避免於開花時使用。,延伸使用,0990916,
C060714,芥菜,十字花科小葉菜類,紋白蝶,賜諾特,5.87(%) (w/w),SC,0.9-1.2公升,"1,000",害蟲發生時開始施藥。,7,,12,,1.採收前6天停止施藥(設施栽培12天)。2.避免於開花時使用。,延伸使用,1070214,
C060714,芥菜,十字花科小葉菜類,大菜螟,賜諾特,11.7(%) (w/w),SC,0.45-0.6公升,"2,000",害蟲發生時開始施藥。,7,,12,,1.採收前6天停止施藥(設施栽培12天)。2.避免於開花時使用。,延伸使用,0990916,
C060714,芥菜,十字花科小葉菜類,大菜螟,賜諾特,5.87(%) (w/w),SC,0.9-1.2公升,"1,000",害蟲發生時開始施藥。,7,,12,,1.採收前6天停止施藥(設施栽培12天)。2.避免於開花時使用。,延伸使用,1070214,
C060714,芥菜,十字花科小葉菜類,毒蛾類,賜諾特,11.7(%) (w/w),SC,0.45-0.6公升,"2,000",害蟲發生時開始施藥。,7,,12,,1.採收前6天停止施藥(設施栽培12天)。2.避免於開花時使用。,延伸使用,0990916,
C060714,芥菜,十字花科小葉菜類,毒蛾類,賜諾特,5.87(%) (w/w),SC,0.9-1.2公升,"1,000",害蟲發生時開始施藥。,7,,12,,1.採收前6天停止施藥(設施栽培12天)。2.避免於開花時使用。,延伸使用,1070214,
C060714,芥菜,十字花科小葉菜類,紋白蝶,賜諾殺,11.6(%) (w/w),SC,0.3-0.5公升,"3,000",害蟲發生時開始施藥,7,-,10,-,,延伸使用,0980928,
C060714,芥菜,十字花科小葉菜類,紋白蝶,賜諾殺,2.5(%) (w/w),SC,0.75-1.5公升,750,害蟲發生時開始施藥,7,-,6,-,,延伸使用,0980928,
C060714,芥菜,十字花科小葉菜類,夜蛾類,賜諾殺,11.6(%) (w/w),SC,0.3-0.5公升,"3,000",害蟲發生時開始施藥,7,-,10,-,,延伸使用,0980928,
C060714,芥菜,十字花科小葉菜類,夜蛾類,賜諾殺,2.5(%) (w/w),SC,0.75-1.5公升,750,害蟲發生時開始施藥,7,-,6,-,,延伸使用,0980928,
C060714,芥菜,十字花科小葉菜類,小菜蛾,賜諾殺,80(%) (w/w),WP,0.1-0.2公斤,7500,害蟲發生時開始施藥,7,2,9,,,,0980831,台灣道禮股份有限公司
C060714,芥菜,十字花科小葉菜類,螟蛾類,賜諾殺,11.6(%) (w/w),SC,0.3-0.5公升,"3,000",害蟲發生時開始施藥,7,-,10,-,,延伸使用,0980928,
C060714,芥菜,十字花科小葉菜類,螟蛾類,賜諾殺,2.5(%) (w/w),SC,0.75-1.5公升,750,害蟲發生時開始施藥,7,-,6,-,,延伸使用,0980928,
C060714,芥菜,十字花科小葉菜類,植食性瓢蟲類,賜諾殺,11.6(%) (w/w),SC,0.3-0.5公升,"3,000",害蟲發生時開始施藥,7,-,10,-,,延伸使用,0980928,
C060714,芥菜,十字花科小葉菜類,植食性瓢蟲類,賜諾殺,2.5(%) (w/w),SC,0.75-1.5公升,750,害蟲發生時開始施藥,7,-,6,-,,延伸使用,0980928,
C060714,芥菜,十字花科小葉菜類,露菌病,鋅錳右滅達樂,53(%) (w/w),WG,2.5~3公斤,400,病害發生初期開始施藥,7,3,21,,本藥劑試驗時加展著劑出來通(CS-7)或出來通(B-1956)3000倍。,,0910103,
C060714,芥菜,十字花科小葉菜類,露菌病,鋅錳座賽胺,75(%) (w/w),WG,0.8-1.0公斤,1200,病害發生初期開始施藥,7,-,9,-,採收前9天(設施栽培15天)停止施藥。,,1020711,威群國際有限公司
C060714,芥菜,十字花科小葉菜類,白銹病,鋅錳座賽胺,75(%) (w/w),WG,0.2-0.8公斤,1200,病害發生初期開始施藥,7,-,9,-,1.避免與礦物油、石灰硫黃混合使用。2.避免於開花期或高溫多濕下使用。,延伸使用,1041113,
C060714,芥菜,十字花科小葉菜類,露菌病,鋅錳滅達樂,58(%) (w/w),WP,2.5-3公斤,400,病害發生初期開始施藥,7,3,21,,本藥劑試驗時加展著劑出來通(CS-7)或出來通(B-1956)3000倍。,,,
C060714,芥菜,芥菜,偽菜蚜,賽扶寧,5.7(%) (w/w),EC,0.4-0.8公升,2000,害蟲發生時開始施藥,7,-,21,,,,0780218,
C060714,芥菜,芥菜,偽菜蚜,賽扶寧,5(%) (w/w),EW,0.4-0.8公升,2000,害蟲發生時開始施藥,7,,21,,,變更安全劑型,0860218,
C060714,芥菜,十字花科小葉菜類,偽菜蚜,賽洛比加普,10.5(%) (w/w),EC,1-1.5公升,1000,害蟲發生時開始施藥,7,-,9,,,,0831123,台灣卜內門化學工業股份有限公司
C060714,芥菜,十字花科小葉菜類,紋白蝶,賽洛寧,2.46(%) (w/w),CS,0.4-0.6公升,"2,000",害蟲發生時開始施藥。,7,,12,,避免於開花期使用。,變更安全劑型,0921201,
C060714,芥菜,十字花科小葉菜類,紋白蝶,賽洛寧,2.8(%) (w/w),EC,0.4-0.6公升,"2,000",害蟲發生時開始施藥。,7,,12,,避免於開花期使用。,,,
C060714,芥菜,十字花科小葉菜類,紋白蝶,賽洛寧,2.5(%) (w/w),ME,0.4-0.6公升,"2,000",害蟲發生時開始施藥。,7,,12,,避免於開花期使用。,變更安全劑型,0921201,
C060714,芥菜,十字花科小葉菜類,紋白蝶,賽洛寧,2.8(%) (w/w),SC,0.4-0.6公升,"2,000",害蟲發生時開始施藥。,7,,12,,避免於開花期使用。,變更安全劑型,1040813,
C060714,芥菜,十字花科小葉菜類,紋白蝶,賽洛寧,5(%) (w/w),WG,0.2-0.3公斤,"4,000",害蟲發生時開始施藥。,7,,12,,避免於開花期使用。,延伸使用,1081004,
C060714,芥菜,十字花科小葉菜類,紋白蝶,賽洛寧,1(%) (w/w),WP,1-1.5公斤,800,害蟲發生時開始施藥。,7,,12,,避免於開花期使用。,延伸使用,1081004,
C060714,芥菜,十字花科小葉菜類,夜蛾類,賽洛寧,2.46(%) (w/w),CS,0.5-1公升,"2,000",害蟲發生時開始施藥。,7,,9,,避免於開花期使用。,變更安全劑型,0921201,
C060714,芥菜,十字花科小葉菜類,夜蛾類,賽洛寧,2.8(%) (w/w),EC,0.5-1公升,"2,000",害蟲發生時開始施藥。,7,,9,,避免於開花期使用。,,,
C060714,芥菜,十字花科小葉菜類,夜蛾類,賽洛寧,2.5(%) (w/w),ME,0.5-1公升,"2,000",害蟲發生時開始施藥。,7,,9,,避免於開花期使用。,變更安全劑型,0921201,
C060714,芥菜,十字花科小葉菜類,夜蛾類,賽洛寧,2.8(%) (w/w),SC,0.5-1公升,"2,000",害蟲發生時開始施藥。,7,,9,,避免於開花期使用。,變更安全劑型,1040813,
C060714,芥菜,十字花科小葉菜類,夜蛾類,賽洛寧,5(%) (w/w),WG,0.25-0.5公斤,"4,000",害蟲發生時開始施藥。,7,,12,,避免於開花期使用。,延伸使用,1081004,
C060714,芥菜,十字花科小葉菜類,夜蛾類,賽洛寧,1(%) (w/w),WP,1.25-2.5公斤,800,害蟲發生時開始施藥。,7,,12,,避免於開花期使用。,延伸使用,1081004,
C060714,芥菜,小葉菜類,夜蛾類,賽洛寧,2.46(%) (w/w),CS,0.5-1公升,"1,000",害蟲發生時開始施藥。,5,,10,,,變更安全劑型,0921201,
C060714,芥菜,小葉菜類,夜蛾類,賽洛寧,2.8(%) (w/w),EC,0.5-1公升,"2,000",害蟲發生時開始施藥。,7,,9,,,公告標示外使用,0960820,
C060714,芥菜,小葉菜類,夜蛾類,賽洛寧,2.5(%) (w/w),ME,0.5-1公升,"2,000",害蟲發生時開始施藥。,7,,9,,,公告標示外使用,0960820,
C060714,芥菜,小葉菜類,夜蛾類,賽洛寧,2.8(%) (w/w),SC,0.5-1公升,"1,000",害蟲發生時開始施藥。,5-7,,10,,,變更安全劑型,1040813,
C060714,芥菜,小葉菜類,夜蛾類,賽洛寧,5(%) (w/w),WG,0.25-0.5公斤,"2,000",害蟲發生時開始施藥。,5,,10,,,延伸使用,1081004,
C060714,芥菜,小葉菜類,夜蛾類,賽洛寧,1(%) (w/w),WP,1.25-2.5公斤,400,害蟲發生時開始施藥。,5,,10,,,延伸使用,1081004,
C060714,芥菜,十字花科小葉菜類,露菌病,賽座滅,9.4(%) (w/w),SC,0.4公升,3000,病害發生初期開始施藥。,7,3,9,,採收前9天（設施栽培15天）停止施藥。,,1000317,台灣石原產業股份有限公司
C060714,芥菜,十字花科小葉菜類,蚜蟲類,賽速安,10(%) (w/w),SG,0.1-0.5公斤,2000,害蟲發生時開始施藥,7,,6,,避免於開花期使用,延伸使用,1060822,
C060714,芥菜,十字花科小葉菜類,蚜蟲類,賽速安,25(%) (w/w),SG,0.1-0.3公斤,5000,害蟲發生時開始施藥,7,,6,,避免於開花期使用,延伸使用,1060822,
C060714,芥菜,十字花科小葉菜類,蚜蟲類,賽速安,25(%) (w/w),SG,0.2-0.3公斤,5000,害蟲發生時開始施藥,7,,6,,,,0950406,台灣先正達股份有限公司
C060714,芥菜,十字花科小葉菜類,植食性瓢蟲類,賽速安勃,300 g/L (30% w/v),SC,0.4-0.5公升,"3,000",害蟲發生時開始施藥。,7,,6,,,延伸使用,0990916,
C060714,芥菜,十字花科小葉菜類,植食性瓢蟲類,賽速安勃,40(%) (w/w),WG,0.3-0.4公斤,"4,000",害蟲發生時開始施藥。,7,,9,,小葉菜類採收前9天（設施栽培15天）停止施藥。,延伸使用,1070214,
C060714,芥菜,十字花科小葉菜類,菜心螟,賽速安勃,300 g/L (30% w/v),SC,0.4-0.5公升,"3,000",害蟲發生時開始施藥。,7,,6,,,延伸使用,0990916,
C060714,芥菜,十字花科小葉菜類,菜心螟,賽速安勃,40(%) (w/w),WG,0.3-0.4公斤,"4,000",害蟲發生時開始施藥。,7,,9,,小葉菜類採收前9天（設施栽培15天）停止施藥。,延伸使用,1070214,
C060714,芥菜,十字花科小葉菜類,夜蛾類,賽速安勃,300 g/L (30% w/v),SC,0.4-0.5公升,"3,000",害蟲發生時開始施藥。,7,,6,,,延伸使用,0990916,
C060714,芥菜,十字花科小葉菜類,夜蛾類,賽速安勃,40(%) (w/w),WG,0.3-0.4公斤,"4,000",害蟲發生時開始施藥。,7,,9,,小葉菜類採收前9天（設施栽培15天）停止施藥。,延伸使用,1070214,
C060714,芥菜,十字花科小葉菜類,小菜蛾,賽速安勃,300 g/L (30% w/v),SC,0.4-0.5公升,"3,000",害蟲發生時開始施藥。,7,,6,,,,0990916,台灣先正達股份有限公司
C060714,芥菜,十字花科小葉菜類,紋白蝶,賽速安勃,300 g/L (30% w/v),SC,0.4-0.5公升,"3,000",害蟲發生時開始施藥。,7,,6,,,延伸使用,0990916,
C060714,芥菜,十字花科小葉菜類,紋白蝶,賽速安勃,40(%) (w/w),WG,0.3-0.4公斤,"4,000",害蟲發生時開始施藥。,7,,9,,小葉菜類採收前9天（設施栽培15天）停止施藥。,延伸使用,1070214,
C060714,芥菜,十字花科小葉菜類,大菜螟,賽速安勃,300 g/L (30% w/v),SC,0.4-0.5公升,"3,000",害蟲發生時開始施藥。,7,,6,,,延伸使用,0990916,
C060714,芥菜,十字花科小葉菜類,大菜螟,賽速安勃,40(%) (w/w),WG,0.3-0.4公斤,"4,000",害蟲發生時開始施藥。,7,,9,,小葉菜類採收前9天（設施栽培15天）停止施藥。,延伸使用,1070214,
C060714,芥菜,十字花科小葉菜類,毒蛾類,賽速安勃,300 g/L (30% w/v),SC,0.4-0.5公升,"3,000",害蟲發生時開始施藥。,7,,6,,,延伸使用,0990916,
C060714,芥菜,十字花科小葉菜類,毒蛾類,賽速安勃,40(%) (w/w),WG,0.3-0.4公斤,"4,000",害蟲發生時開始施藥。,7,,9,,小葉菜類採收前9天（設施栽培15天）停止施藥。,延伸使用,1070214,
C060714,芥菜,十字花科小葉菜類,蚜蟲類,賽速洛寧,24.7%(w/v),ZC,0.2-0.3公升,4000,害蟲發生時開始施藥,7,-,12,-,1.包葉菜類採收前12天（設施栽培18天）；小葉菜類採收前6天（設施栽培12天）停止施藥。,,1000915,台灣先正達股份有限公司
C060714,芥菜,十字花科小葉菜類,紋白蝶,賽滅松,45(%) (w/w),EC,0.5-1公升,1000,害蟲發生時開始施藥,7,-,10,,,,,
C060714,芥菜,十字花科小葉菜類,小菜蛾,賽滅松,45(%) (w/w),EC,0.5-1公升,1000,害蟲發生時開始施藥,7,-,10,,,,,
C060714,芥菜,十字花科小葉菜類,斑潛蠅類,賽滅淨,8.9(%) (w/w),SL,0.3-1.3公升,800,害蟲發生時開始施藥。,7-14,,7,,,延伸使用,0990719,
C060714,芥菜,十字花科小葉菜類,斑潛蠅類,賽滅淨,75(%) (w/w),WP,0.1-0.2公斤,"5,000",害蟲發生時開始施藥。,7-14,,7,,,延伸使用,0990719,
C060714,芥菜,小葉菜類,斑潛蠅類,賽滅淨,8.9(%) (w/w),SL,0.5-1.0公升,800,幼苗發現有潛痕時開始施藥。,7-14,,7,,,公告標示外使用,0960820,
C060714,芥菜,小葉菜類,斑潛蠅類,賽滅淨,75(%) (w/w),WP,0.25-0.5公斤,"5,000",害蟲發生時開始施藥。,7-14,,7,,,公告標示外使用,0960820,
C060714,芥菜,芥菜,番茄斑潛蠅,賽滅淨,8.9(%) (w/w),SL,0.5-1公升,800,幼苗期發現有潛痕時開始施藥。,7-14,,7,,,,0811128,台灣汽巴嘉基股份有限公司
C060714,芥菜,芥菜,番茄斑潛蠅,賽滅淨,75(%) (w/w),WP,0.25-0.5公斤,"5,000",害蟲發生時開始施藥。,7-14,,7,,,,0830317,台灣汽巴嘉基股份有限公司
C060714,芥菜,十字花科小葉菜類,鱗翅目害蟲,賽滅寧,5(%) (w/w),EC,0.2-0.7公升,1500,害蟲發生時開始施藥,7,,6,,避免於開花期使用。,,1060126,
C060714,芥菜,十字花科小葉菜類,鱗翅目害蟲,賽滅寧,5(%) (w/w),EW,0.2-0.7公升,1500,害蟲發生時開始施藥,7,,6,,避免於開花期使用。,,1060126,
C060714,芥菜,十字花科小葉菜類,鱗翅目害蟲,賽滅寧,5(%) (w/w),ME,0.2-0.7公升,1500,害蟲發生時開始施藥,7,,6,,避免於開花期使用。,,1060126,
C060714,芥菜,十字花科小葉菜類,鱗翅目害蟲,賽滅寧,10(%) (w/w),WP,0.1-0.3公斤,3000,害蟲發生時開始施藥,7,,6,,避免於開花期使用。,,1060126,
C060714,芥菜,十字花科小葉菜類,鱗翅目害蟲,賽滅寧,5(%) (w/w),WP,0.2-0.7公斤,1500,害蟲發生時開始施藥,7,,6,,避免於開花期使用。,,1060126,
C060714,芥菜,十字花科小葉菜類,小菜蛾,賽達松,50(%) (w/w),EC,,1000,害蟲發生時開始施藥,7-10,-,15,,,,,
C060714,芥菜,十字花科小葉菜類,小菜蛾,賽達松,50(%) (w/w),EW,,1000,害蟲發生時開始施藥,7-10,-,15,,,變更安全劑型,1030620,
C060714,芥菜,十字花科小葉菜類,蚜蟲類,賽達松,50(%) (w/w),EC,,1000,害蟲發生時開始施藥,7,-,15,,,,,
C060714,芥菜,十字花科小葉菜類,蚜蟲類,賽達松,50(%) (w/w),EW,,1000,害蟲發生時開始施藥,7,-,15,,,變更安全劑型,1030620,
